,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,구군명,구군명(영어)
851,백운사,부산 사상구 양지로42번길 73-0,역사관광지,절,사상구,Sasang-gu
852,사상해수온천,부산 사상구 사상로223번길 55-0,휴양관광지,온천,사상구,Sasang-gu
853,성불사,부산 사상구 모라로141번길 0-0,역사관광지,절,사상구,Sasang-gu
854,칠보정사,부산 사상구 학감대로39번안길 15-17,역사관광지,절,사상구,Sasang-gu
855,용문사,부산 사상구 양지로30번길 111-0,역사관광지,절,사상구,Sasang-gu
856,천불암,부산 사상구 진사로 86-0,역사관광지,절,사상구,Sasang-gu
857,미륵사,부산 사상구 꽃마을로163번길 146-0,역사관광지,절,사상구,Sasang-gu
858,사상문화원,부산 사상구 학감대로 242-0,문화시설,문화원,사상구,Sasang-gu
859,도솔정사,부산 사상구 백양대로768번길 63-9,역사관광지,절,사상구,Sasang-gu
860,약수암,부산 사상구 백양대로804번길 42-57,역사관광지,절,사상구,Sasang-gu
861,약수암,부산 사상구 대동로 34-45,역사관광지,절,사상구,Sasang-gu
862,해광사,부산 사상구 백양대로506번길 63-0,역사관광지,절,사상구,Sasang-gu
863,여산선원,부산 사상구 새벽로 198-0,역사관광지,절,사상구,Sasang-gu
864,혜각사,부산 사상구 모라로192번길 69-26,역사관광지,절,사상구,Sasang-gu
865,백양암,부산 사상구 모라로219번길 1-51,역사관광지,절,사상구,Sasang-gu
866,무량사,부산 사상구 모라로 91-8,역사관광지,절,사상구,Sasang-gu
867,천진사,부산 사상구 백양대로768번길 115-53,역사관광지,절,사상구,Sasang-gu
868,햇살나무작은도서관,부산 사상구 모라로110번길 29-0,문화시설,문화생활시설기타,사상구,Sasang-gu
869,관음사,부산 사상구 동주로16번길 13-10,역사관광지,절,사상구,Sasang-gu
870,성불사,부산 사상구 대동로 34-46,역사관광지,절,사상구,Sasang-gu
871,부산현대미술관,부산 사하구 낙동남로 1191-0,문화시설,미술관,사하구,Saha-gu
872,다대도서관,부산 사하구 다대낙조2길 9-0,문화시설,문화생활시설기타,사하구,Saha-gu
873,부산광역시립사하도서관,부산 사하구 승학로 247-0,문화시설,문화생활시설기타,사하구,Saha-gu
874,CGV하단아트몰링,부산 사하구 낙동남로 1413-0,공연/행사,극장,사하구,Saha-gu
875,홍티예술촌,부산 사하구 홍티로 76-0,문화시설,문화생활시설기타,사하구,Saha-gu
876,성불사,부산 사하구 신산북로 51-0,역사관광지,절,사하구,Saha-gu
877,관음사,부산 사하구 제석로79번길 33-0,역사관광지,절,사하구,Saha-gu
878,몰운대유원지,부산 사하구,휴양관광지,유원지,사하구,Saha-gu
879,홍티아트센터,부산 사하구 다산로106번길 6-0,문화시설,문화생활시설기타,사하구,Saha-gu
880,해인정사,부산 사하구 승학로233번길 116-0,역사관광지,절,사하구,Saha-gu
881,두송생활문화센터,부산 사하구 다송로 59-0,문화시설,문화생활시설기타,사하구,Saha-gu
882,약수사,부산 사하구 감천로139번가길 41-0,역사관광지,절,사하구,Saha-gu
883,몰운대,부산 사하구,역사관광지,문화유적지,사하구,Saha-gu
884,정원사,부산 사하구 사리로70번길 64-0,역사관광지,절,사하구,Saha-gu
885,정각사,부산 사하구 제석로95번길 99-0,역사관광지,절,사하구,Saha-gu
886,보광암,부산 사하구 감천항로190번안길 35-0,역사관광지,절,사하구,Saha-gu
887,낫개작은도서관,부산 사하구,문화시설,문화생활시설기타,사하구,Saha-gu
888,낙동강문화관,부산 사하구 낙동남로1233번길 1-0,문화시설,문화원,사하구,Saha-gu
889,아미산자생식물원,부산 사하구,휴양관광지,동식물원,사하구,Saha-gu
890,당리작은도서관,부산 사하구 승학로20번길 25-0,문화시설,문화생활시설기타,사하구,Saha-gu
891,하단꿈길작은도서관,부산 사하구 동매로66번길 6-0,문화시설,문화생활시설기타,사하구,Saha-gu
892,수풀작은도서관,부산 사하구 다대로271번길 25-0,문화시설,문화생활시설기타,사하구,Saha-gu
893,감내어울터,부산 사하구 감내1로 200-0,문화시설,문화생활시설기타,사하구,Saha-gu
894,사하문화원,부산 사하구 낙동남로1233번길 25-0,문화시설,문화생활시설기타,사하구,Saha-gu
895,회화나무작은도서관,부산 사하구 사하로141번나길 11-1,문화시설,문화생활시설기타,사하구,Saha-gu
896,사리암,부산 사하구 사리로55번길 15-0,역사관광지,절,사하구,Saha-gu
897,구평예들작은도서관,부산 사하구 을숙도대로745번길 16-0,문화시설,문화생활시설기타,사하구,Saha-gu
898,마하골길벗작은도서관,부산 사하구 승학로161번길 80-0,문화시설,문화생활시설기타,사하구,Saha-gu
899,몰운대그린비치아파트작은도서관,부산 사하구 다대낙조2길 12-0,문화시설,문화생활시설기타,사하구,Saha-gu
900,감천문화마을작은박물관,부산 사하구 감내2로 191-0,문화시설,박물관/기념관,사하구,Saha-gu
901,남운정사,부산 사하구 다대로83번길 65-0,역사관광지,절,사하구,Saha-gu
902,한국문화센터부산사하지부,부산 사하구 승학로 23-1,문화시설,문화생활시설기타,사하구,Saha-gu
903,무지개작은도서관,부산 사하구 장림시장1길 40-0,문화시설,문화생활시설기타,사하구,Saha-gu
904,무학사,부산 사하구,역사관광지,절,사하구,Saha-gu
905,문수암,부산 사하구 윤공단로75번길 160-0,역사관광지,절,사하구,Saha-gu
906,수자원공사물문화관,부산 사하구 낙동남로1233번길 1-0,문화시설,문화생활시설기타,사하구,Saha-gu
907,을숙도생태공원야외학습장,부산 사하구 낙동남로1233번길 0-0,문화시설,문화생활시설기타,사하구,Saha-gu
908,보국사,부산 사하구 괴정로 193-1,역사관광지,절,사하구,Saha-gu
909,미타사,부산 사하구 다대로 106-0,역사관광지,절,사하구,Saha-gu
910,대웅정사,부산 사하구 승학로161번안길 54-0,역사관광지,절,사하구,Saha-gu
911,까치마을작은도서관,부산 사하구 까치고개로 50-10,문화시설,문화생활시설기타,사하구,Saha-gu
912,연화사,부산 사하구 오작로76번길 22-13,역사관광지,절,사하구,Saha-gu
913,꿈꾸는작은도서관,부산 사하구 하신번영로 155-0,문화시설,문화생활시설기타,사하구,Saha-gu
914,해동사,부산 사하구 다송로72번길 39-0,역사관광지,절,사하구,Saha-gu
915,윤공단,부산 사하구 윤공단로 112-0,역사관광지,문화유적지,사하구,Saha-gu
916,푸른누리작은도서관,부산 사하구 감천로83번길 26-0,문화시설,문화생활시설기타,사하구,Saha-gu
917,용화사,부산 사하구 감천항로190번길 47-7,역사관광지,절,사하구,Saha-gu
918,옥천사,부산 사하구 감천로157번길 7-27,역사관광지,절,사하구,Saha-gu
919,다대포워터파크,부산 사하구 다대로 698-0,휴양관광지,테마파크,사하구,Saha-gu
920,대한불교조계종미타사,부산 사하구 장평로301번길 29-0,역사관광지,절,사하구,Saha-gu
921,성불사,부산 사하구 다대로83번안길 39-0,역사관광지,절,사하구,Saha-gu
922,보타암,부산 사하구 승학로233번길 80-0,역사관광지,절,사하구,Saha-gu
923,노을나루길작은도서관,부산 사하구 하신번영로 377-0,문화시설,문화생활시설기타,사하구,Saha-gu
924,감천횃불작은도서관,부산 사하구 옥천로 48-8,문화시설,문화생활시설기타,사하구,Saha-gu
925,약천사,부산 사하구 윤공단로75번길 28-0,역사관광지,절,사하구,Saha-gu
926,보타사,부산 사하구 대티로77번길 8-0,역사관광지,절,사하구,Saha-gu
927,법륜사,부산 사하구 다대로 490-50,역사관광지,절,사하구,Saha-gu
928,용수암,부산 사하구 장림번영로28번길 66-0,역사관광지,절,사하구,Saha-gu
929,영통사,부산 사하구 마하로 84-2,역사관광지,절,사하구,Saha-gu
930,청룡사,부산 사하구 오작로 46-0,역사관광지,절,사하구,Saha-gu
931,다대포민속예술관,부산 사하구 다대동로 12-0,문화시설,문화생활시설기타,사하구,Saha-gu
932,두송작은도서관,부산 사하구 다대로429번길 30-0,문화시설,문화생활시설기타,사하구,Saha-gu
933,약수암,부산 사하구 감천로139번가길 41-0,역사관광지,절,사하구,Saha-gu
934,청안사,부산 사하구 까치고개로6번길 7-0,역사관광지,절,사하구,Saha-gu
935,로타리성인게임장,부산 사하구 하신중앙로 350-0,휴양관광지,놀이시설,사하구,Saha-gu
936,풀잎문화센터사하지부,부산 사하구 다대로 4-0,문화시설,문화생활시설기타,사하구,Saha-gu
937,미륵암,부산 사하구 옥천로76번길 51-0,역사관광지,절,사하구,Saha-gu
938,연화사,부산 사하구 승학로 97-5,역사관광지,절,사하구,Saha-gu
939,F1963,부산 수영구 구락로123번길 20-0,문화시설,문화생활시설기타,수영구,Suyeong-gu
940,현대모터스튜디오부산,부산 수영구 구락로123번길 20-0,문화시설,전시장,수영구,Suyeong-gu
941,부산MBC드림홀,부산 수영구 감포로8번길 69-0,공연/행사,공연장,수영구,Suyeong-gu
942,옥련선원,부산 수영구 광남로257번길 58-0,역사관광지,절,수영구,Suyeong-gu
943,비콘그라운드,부산 수영구 망미번영로 0-0,문화시설,문화생활시설기타,수영구,Suyeong-gu
944,수영구도서관,부산 수영구 남천서로 33-0,문화시설,문화생활시설기타,수영구,Suyeong-gu
945,수영구도서관 망미분관,부산 수영구 연수로315번길 23-0,문화시설,문화생활시설기타,수영구,Suyeong-gu
946,영주암,부산 수영구 망미배산로76번나길 15-0,역사관광지,절,수영구,Suyeong-gu
947,수영구어린이도서관,부산 수영구 장대골로 75-6,문화시설,문화생활시설기타,수영구,Suyeong-gu
948,금련사,부산 수영구 광일로 71-0,역사관광지,절,수영구,Suyeong-gu
949,엘레브,부산 수영구 수영로725번길 27-0,문화시설,문화생활시설기타,수영구,Suyeong-gu
950,오세암,부산 수영구 망미번영로 12-0,역사관광지,절,수영구,Suyeong-gu
951,장대골순교성지,부산 수영구,역사관광지,문화유적지,수영구,Suyeong-gu
952,국제갤러리부산점,부산 수영구 구락로123번길 20-0,문화시설,화랑/전시관,수영구,Suyeong-gu
953,고려제강기념관,부산 수영구 구락로141번길 63-0,문화시설,박물관/기념관,수영구,Suyeong-gu
954,부산전통예술관,부산 수영구 수영로521번길 63-0,문화시설,화랑/전시관,수영구,Suyeong-gu
955,F1963석천홀,부산 수영구 구락로123번길 20-0,공연/행사,공연장,수영구,Suyeong-gu
956,자석사,부산 수영구 광서로54번길 47-0,역사관광지,절,수영구,Suyeong-gu
957,백룡사,부산 수영구 망미배산로70번라길 20-0,역사관광지,절,수영구,Suyeong-gu
958,수영문화원,부산 수영구 광안해변로 219-0,문화시설,문화원,수영구,Suyeong-gu
959,세존사,부산 수영구 호암로 79-1,역사관광지,절,수영구,Suyeong-gu
960,부산메트로홀,부산 수영구 광안로 4-0,공연/행사,공연장,수영구,Suyeong-gu
961,미광화랑,부산 수영구 광남로172번길 2-0,문화시설,화랑/전시관,수영구,Suyeong-gu
962,우암사,부산 수영구 금련로 80-0,역사관광지,절,수영구,Suyeong-gu
963,숲속체험도서관,부산 수영구 황령산로7번길 60-0,문화시설,문화생활시설기타,수영구,Suyeong-gu
964,라움 프라다바코,부산 수영구 광안해변로370번길 9-8,문화시설,문화생활시설기타,수영구,Suyeong-gu
965,수영구생활문화센터,부산 수영구 광안해변로 219-0,문화시설,문화생활시설기타,수영구,Suyeong-gu
966,위아트부산점,부산 수영구 수영로 566-0,문화시설,화랑/전시관,수영구,Suyeong-gu
967,레몬트리소극장,부산 수영구 수영로 421-1,공연/행사,공연장,수영구,Suyeong-gu
968,호주암,부산 수영구 수영로521번가길 14-0,역사관광지,절,수영구,Suyeong-gu
969,비콘그라운드플레이그라운드,부산 수영구 망미번영로 86-2,문화시설,문화생활시설기타,수영구,Suyeong-gu
970,바이두룸가죽공예학원,부산 수영구 광일로 49-0,문화시설,문화생활시설기타,수영구,Suyeong-gu
971,온그루,부산 수영구 망미번영로 25-2,문화시설,문화생활시설기타,수영구,Suyeong-gu
972,이젤갤러리,부산 수영구 연수로335번길 22-0,문화시설,화랑/전시관,수영구,Suyeong-gu
973,수영구스포츠문화타운,부산 수영구 수영로521번길 77-0,문화시설,문화생활시설기타,수영구,Suyeong-gu
974,수영민속예술관,부산 수영구 수영성로 43-0,문화시설,문화생활시설기타,수영구,Suyeong-gu
975,비콘그라운드비콘스퀘어,부산 수영구 망미번영로 49-1,문화시설,문화생활시설기타,수영구,Suyeong-gu
976,엘림아트홀성악연구소,부산 수영구 광남로 121-0,문화시설,문화생활시설기타,수영구,Suyeong-gu
977,수영성마을박물관,부산 수영구 수영성로32번길 28-0,문화시설,박물관/기념관,수영구,Suyeong-gu
978,오브제후드,부산 수영구 좌수영로 135-0,문화시설,화랑/전시관,수영구,Suyeong-gu
979,비콘그라운드패밀리데크,부산 수영구 망미번영로 25-2,문화시설,문화생활시설기타,수영구,Suyeong-gu
980,좌수영성지,부산 수영구 수영성로 43-0,역사관광지,문화유적지,수영구,Suyeong-gu
981,황련사대한불교조계종,부산 수영구 수영로497번나길 25-0,역사관광지,절,수영구,Suyeong-gu
982,이웰갤러리센텀점,부산 수영구 민락수변로239번길 8-0,문화시설,화랑/전시관,수영구,Suyeong-gu
983,극락선원,부산 수영구 남천동로22번길 9-0,역사관광지,절,수영구,Suyeong-gu
984,금난새뮤직센터,부산 수영구 구락로123번길 20-0,공연/행사,공연장,수영구,Suyeong-gu
985,이영애갤러리,부산 수영구 광남로213번길 6-0,문화시설,화랑/전시관,수영구,Suyeong-gu
986,어댑터플레이스,부산 수영구 광안해변로 193-0,공연/행사,공연장,수영구,Suyeong-gu
987,워킹하우스뉴욕부산점,부산 수영구 좌수영로125번길 14-3,문화시설,화랑/전시관,수영구,Suyeong-gu
988,수영성남문,부산 수영구,역사관광지,문화유적지,수영구,Suyeong-gu
989,액터스소극장,부산 수영구 남천동로 7-0,공연/행사,공연장,수영구,Suyeong-gu
990,민족과여성역사관,부산 수영구 연수로 397-0,문화시설,화랑/전시관,수영구,Suyeong-gu
991,아리안갤러리,부산 수영구 광안해변로344번길 17-22,문화시설,화랑/전시관,수영구,Suyeong-gu
992,수영구어린이워터파크,부산 수영구 광안해변로 361-0,휴양관광지,놀이시설,수영구,Suyeong-gu
993,비콘그라운드아트갤러리,부산 수영구 망미번영로 105-1,문화시설,문화생활시설기타,수영구,Suyeong-gu
994,끼리프로젝트뮤지컬스튜디오,부산 수영구 연수로 366-0,공연/행사,공연장,수영구,Suyeong-gu
995,금강선원,부산 수영구 광남로 180-1,역사관광지,절,수영구,Suyeong-gu
996,마벨러스가죽공방,부산 수영구 연수로357번길 21-0,문화시설,문화생활시설기타,수영구,Suyeong-gu
997,가나아트갤러리,부산 수영구 좌수영로125번길 14-3,문화시설,화랑/전시관,수영구,Suyeong-gu
998,이스라엘하우스,부산 수영구 민락로33번길 5-0,문화시설,박물관/기념관,수영구,Suyeong-gu
999,티엘갤러리,부산 수영구 민락본동로 29-1,문화시설,화랑/전시관,수영구,Suyeong-gu
1000,숨도자공방,부산 수영구 수영로540번길 18-0,문화시설,문화생활시설기타,수영구,Suyeong-gu
1001,모모부띠끄,부산 수영구 광서로9번길 4-0,문화시설,문화생활시설기타,수영구,Suyeong-gu
1002,비콘그라운드쇼핑그라운드,부산 수영구 망미번영로 63-0,문화시설,문화생활시설기타,수영구,Suyeong-gu
1003,관음사,부산 수영구 광일로 79-8,역사관광지,절,수영구,Suyeong-gu
1004,비콘그라운드커뮤니티그라운드,부산 수영구 망미번영로 15-1,문화시설,문화생활시설기타,수영구,Suyeong-gu
1005,신금련산온천,부산 수영구 망미로30번길 32-0,휴양관광지,온천,수영구,Suyeong-gu
1006,금련암,부산 수영구 장대골로76번길 29-0,역사관광지,절,수영구,Suyeong-gu
1007,도원정사,부산 수영구 수영성로 21-7,역사관광지,절,수영구,Suyeong-gu
1008,갤러리하나,부산 수영구 수영성로 7-0,문화시설,화랑/전시관,수영구,Suyeong-gu
1009,서운암,부산 수영구 연수로310번길 102-0,역사관광지,절,수영구,Suyeong-gu
1010,용궁정사,부산 수영구,역사관광지,절,수영구,Suyeong-gu
1011,금강법기사,부산 수영구 망미번영로70번길 106-46,역사관광지,절,수영구,Suyeong-gu
1012,비콘그라운드B소셜그라운드1,부산 수영구 망미번영로 99-1,문화시설,문화생활시설기타,수영구,Suyeong-gu
1013,갤러리블루홀,부산 수영구 민락본동로11번길 21-0,문화시설,화랑/전시관,수영구,Suyeong-gu
1014,정과정유적지,부산 수영구,역사관광지,문화유적지,수영구,Suyeong-gu
1015,미월드(폐장),부산 수영구 광안해변로 361-0,휴양관광지,놀이시설,수영구,Suyeong-gu
1016,롯데시네마부산명지,부산 강서구 명지국제6로 107-0,공연/행사,극장,강서구,Gangseo-gu
1017,강서브라이트센터,부산 강서구 공항로811번길 10-0,문화시설,문화생활시설기타,강서구,Gangseo-gu
1018,부산강서기적의도서관,부산 강서구 명지오션시티10로 80-0,문화시설,문화생활시설기타,강서구,Gangseo-gu
1019,국회부산도서관건축중(2022년02월개관예정),부산 강서구 명지국제1로 161-0,문화시설,문화생활시설기타,강서구,Gangseo-gu
1020,청량사,부산 강서구 제도로 29-0,역사관광지,절,강서구,Gangseo-gu
1021,부산항홍보관,부산 강서구 신항로 96-87,문화시설,화랑/전시관,강서구,Gangseo-gu
1022,강서도서관,부산 강서구 공항로811번길 10-0,문화시설,문화생활시설기타,강서구,Gangseo-gu
1023,수능엄사,부산 강서구 낙동남로 754-16,역사관광지,절,강서구,Gangseo-gu
1024,CGV부산명지,부산 강서구 명지국제8로10번길 38-0,공연/행사,극장,강서구,Gangseo-gu
1025,부산자원순환협력센터,부산 강서구 생곡산단1로24번길 58-0,문화시설,전시장,강서구,Gangseo-gu
1026,정거마을문화거리,부산 강서구,휴양관광지,놀거리기타,강서구,Gangseo-gu
1027,가덕도굿당,부산 강서구 서천로42번길 52-123,역사관광지,절,강서구,Gangseo-gu
1028,지사도서관,부산 강서구 과학산단2로20번길 5-0,문화시설,문화생활시설기타,강서구,Gangseo-gu
1029,국회부산도서관건축중(2022년03월말개관예정),부산 강서구 명지국제1로 161-0,문화시설,문화생활시설기타,강서구,Gangseo-gu
1030,국회부산도서관건축중(2022년03월개관예정),부산 강서구 명지국제1로 161-0,문화시설,문화생활시설기타,강서구,Gangseo-gu
1031,성원아트홀,부산 강서구 명지오션시티4로 88-0,공연/행사,공연장,강서구,Gangseo-gu
1032,용평사,부산 강서구 낙동남로991번길 55-19,역사관광지,절,강서구,Gangseo-gu
1033,흥국사,부산 강서구 허왕후길 182-0,역사관광지,절,강서구,Gangseo-gu
1034,대성암,부산 강서구 낙동남로683번길 85-0,역사관광지,절,강서구,Gangseo-gu
1035,용적사,부산 강서구 생곡산단로39번길 24-0,역사관광지,절,강서구,Gangseo-gu
1036,길상사,부산 강서구 신촌소류지길 163-4,역사관광지,절,강서구,Gangseo-gu
1037,숭림사,부산 강서구 낙동남로 635-0,역사관광지,절,강서구,Gangseo-gu
1038,육주선원,부산 강서구 공항로1309번길 198-11,역사관광지,절,강서구,Gangseo-gu
1039,을숙도대교전망대교량역사관,부산 강서구 을숙도대로 96-0,문화시설,전시장,강서구,Gangseo-gu
1040,용화사,부산 강서구 낙동북로138번길 57-0,역사관광지,절,강서구,Gangseo-gu
1041,강서문화원,부산 강서구 대저로 254-0,문화시설,문화원,강서구,Gangseo-gu
1042,산양사,부산 강서구 낙동남로456번길 50-0,역사관광지,절,강서구,Gangseo-gu
1043,망산도유주암유주비각,부산 강서구,역사관광지,문화유적지,강서구,Gangseo-gu
1044,백암사,부산 강서구 상덕로97번가길 17-0,역사관광지,절,강서구,Gangseo-gu
1045,천성진성,부산 강서구,역사관광지,문화유적지,강서구,Gangseo-gu
1046,가덕도척화비,부산 강서구,역사관광지,문화유적지,강서구,Gangseo-gu
1047,보광사,부산 강서구 공항진입로 32-0,역사관광지,절,강서구,Gangseo-gu
1048,록봉민속교육박물관,부산 강서구 가덕해안로 741-0,문화시설,박물관/기념관,강서구,Gangseo-gu
1049,천용사,부산 강서구 낙동북로73번가길 134-0,역사관광지,절,강서구,Gangseo-gu
1050,수도암,부산 강서구 명동길 68-0,역사관광지,절,강서구,Gangseo-gu
1051,부산혜원학교 도서관,부산 강서구 공항로 1319-0,문화시설,문화생활시설기타,강서구,Gangseo-gu
1052,강서예술촌,부산 강서구 신노전로 63-0,문화시설,전시장,강서구,Gangseo-gu
1053,혜덕사,부산 강서구 가덕해안로1169번길 109-0,역사관광지,절,강서구,Gangseo-gu
1054,온누리문화센터,부산 강서구 명지국제8로 229-0,문화시설,문화생활시설기타,강서구,Gangseo-gu
1055,용화사,부산 강서구 울만로25번길 61-0,역사관광지,절,강서구,Gangseo-gu
1056,강서명지풀잎문화센터,부산 강서구 명지오션시티4로 82-0,문화시설,문화생활시설기타,강서구,Gangseo-gu
1057,강서열린커뮤니티센터,부산 강서구 공항로1309번길 83-22,문화시설,문화생활시설기타,강서구,Gangseo-gu
1058,해남사,부산 강서구 순아3구길 12-0,역사관광지,절,강서구,Gangseo-gu
1059,차곳,부산 강서구 공항앞길 209-0,문화시설,문화원,강서구,Gangseo-gu
1060,보련사포교원,부산 강서구 둔치강변길 728-0,역사관광지,절,강서구,Gangseo-gu
1061,가락도원,부산 강서구 수가로716번길 2-9,문화시설,문화생활시설기타,강서구,Gangseo-gu
1062,김해죽도왜성,부산 강서구,역사관광지,문화유적지,강서구,Gangseo-gu
1063,천성공부방문고,부산 강서구 가덕해안로821번길 90-1,문화시설,문화생활시설기타,강서구,Gangseo-gu
1064,문수암,부산 강서구 호계로 0-0,역사관광지,절,강서구,Gangseo-gu
1065,생곡동가달고분,부산 강서구,역사관광지,문화유적지,강서구,Gangseo-gu
1066,부산공항갤러리,부산 강서구 공항진입로 108-0,문화시설,화랑/전시관,강서구,Gangseo-gu
1067,보현사,부산 강서구 가락대로1397번길 0-0,역사관광지,절,강서구,Gangseo-gu
1068,낙동강아트홀건축중(2023년하반기준공예정),부산 강서구,공연/행사,공연장,강서구,Gangseo-gu
1069,성불암,부산 강서구 가덕해안로2번가길 106-28,역사관광지,절,강서구,Gangseo-gu
1070,부산항국제전시컨벤션센터,부산 동구 충장대로 206-0,문화시설,전시장,동구,Dong-gu
1071,차이나타운,부산 동구,휴양관광지,놀거리기타,동구,Dong-gu
1072,부산과학체험관,부산 동구 중앙대로260번길 11-0,문화시설,과학관,동구,Dong-gu
1073,부산광역시동구도서관,부산 동구 성북로36번길 54-0,문화시설,문화생활시설기타,동구,Dong-gu
1074,정란각,부산 동구 홍곡로 75-0,역사관광지,문화유적지,동구,Dong-gu
1075,금수사,부산 동구 망양로 533-1,역사관광지,절,동구,Dong-gu
1076,동구어린이영어도서관,부산 동구 수성로 21-0,문화시설,문화생활시설기타,동구,Dong-gu
1077,북항오페라하우스건축중(2022년05월완공예정),부산 동구,공연/행사,공연장,동구,Dong-gu
1078,북두칠성도서관,부산 동구 충장대로 160-0,문화시설,문화생활시설기타,동구,Dong-gu
1079,부산광역시립중앙도서관수정분관,부산 동구 홍곡로 53-0,문화시설,문화생활시설기타,동구,Dong-gu
1080,소림사,부산 동구 초량상로65번길 7-0,역사관광지,절,동구,Dong-gu
1081,충혼탑,부산 동구,역사관광지,탑,동구,Dong-gu
1082,조선통신사역사관,부산 동구 자성로 99-0,문화시설,박물관/기념관,동구,Dong-gu
1083,가온아트홀,부산 동구 자성로133번길 10-0,공연/행사,공연장,동구,Dong-gu
1084,안용복기념부산포개항문화관,부산 동구,문화시설,전시장,동구,Dong-gu
1085,일터소극장,부산 동구 자성로141번길 13-0,공연/행사,공연장,동구,Dong-gu
1086,묘심사,부산 동구 망양로 671-0,역사관광지,절,동구,Dong-gu
1087,연등사,부산 동구 좌천동로 17-3,역사관광지,절,동구,Dong-gu
1088,부산동구문화원,부산 동구 중앙대로349번길 20-0,문화시설,문화원,동구,Dong-gu
1089,정발장군동상,부산 동구 중앙대로 0-0,역사관광지,기념비,동구,Dong-gu
1090,갤러리수정,부산 동구 수정공원남로 28-0,문화시설,미술관,동구,Dong-gu
1091,보광사,부산 동구 범상로1번길 35-0,역사관광지,절,동구,Dong-gu
1092,범석심인당,부산 동구 구청로 19-0,역사관광지,절,동구,Dong-gu
1093,부산오페라하우스건축중(2024년하반기개관예정),부산 동구,공연/행사,공연장,동구,Dong-gu
1094,이바구공작소,부산 동구 망양로486번길 14-13,문화시설,문화생활시설기타,동구,Dong-gu
1095,자성대,부산 동구 자성로 99-0,역사관광지,문화유적지,동구,Dong-gu
1096,월봉사,부산 동구 망양로593번길 33-0,역사관광지,절,동구,Dong-gu
1097,망양로산복도로전시관,부산 동구 망양로 488-0,문화시설,화랑/전시관,동구,Dong-gu
1098,현불사부산선원,부산 동구 중앙대로180번길 16-2,역사관광지,절,동구,Dong-gu
1099,대명정사,부산 동구 망양로745번길 12-0,역사관광지,절,동구,Dong-gu
1100,반야사,부산 동구 범곡남로 23-0,역사관광지,절,동구,Dong-gu
1101,까꼬막,부산 동구 망양로596번길 18-0,문화시설,문화생활시설기타,동구,Dong-gu
1102,아란야,부산 동구 망양로873번길 15-0,역사관광지,절,동구,Dong-gu
1103,연화사,부산 동구 초량남로43번길 4-1,역사관광지,절,동구,Dong-gu
1104,신광사,부산 동구,역사관광지,절,동구,Dong-gu
1105,백운사,부산 동구 수정공원로105번길 28-9,역사관광지,절,동구,Dong-gu
1106,영가대,부산 동구 자성로 99-0,역사관광지,문화유적지,동구,Dong-gu
1107,무척사,부산 동구 망양로931번가길 1-0,역사관광지,절,동구,Dong-gu
1108,복합문화공간온뜰,부산 동구 초량상로157번길 19-0,문화시설,문화생활시설기타,동구,Dong-gu
1109,구봉사,부산 동구,역사관광지,절,동구,Dong-gu
1110,좌천생활문화센터,부산 동구 증산서로 18-1,문화시설,문화생활시설기타,동구,Dong-gu
1111,다보사,부산 동구 수정공원남로 15-0,역사관광지,절,동구,Dong-gu
1112,실상사,부산 동구 수정로68번길 7-0,역사관광지,절,동구,Dong-gu
1113,이중섭거리,부산 동구,휴양관광지,놀거리기타,동구,Dong-gu
1114,연화사,부산 동구 수정공원로105번길 16-0,역사관광지,절,동구,Dong-gu
1115,부산진일신여학교,부산 동구 정공단로17번길 17-0,역사관광지,문화유적지,동구,Dong-gu
1116,법천사,부산 동구 안창로21번길 32-0,역사관광지,절,동구,Dong-gu
1117,보광선원,부산 동구 초량중로 55-0,역사관광지,절,동구,Dong-gu
1118,석불사,부산 동구 증산로146번길 7-0,역사관광지,절,동구,Dong-gu
1119,원각사,부산 동구 수정공원로105번길 20-0,역사관광지,절,동구,Dong-gu
1120,백제1927,부산 동구 중앙대로209번길 16-0,역사관광지,문화유적지,동구,Dong-gu
1121,부산항북항홍보관,부산 동구 충장대로 206-0,문화시설,화랑/전시관,동구,Dong-gu
1122,정공단,부산 동구 정공단로 23-0,문화시설,박물관/기념관,동구,Dong-gu
1123,루미네수녀기념관,부산 동구 안창로 92-1,문화시설,박물관/기념관,동구,Dong-gu
1124,오색빛깔공방,부산 동구 안창로 57-0,문화시설,문화생활시설기타,동구,Dong-gu
1125,해명사,부산 동구 초량로108번길 19-0,역사관광지,절,동구,Dong-gu
1126,금강선원,부산 동구 망양로615번길 14-0,역사관광지,절,동구,Dong-gu
1127,전국회의장정의화기념관,부산 동구 초량상로 110-0,문화시설,박물관/기념관,동구,Dong-gu
1128,보경사,부산 동구 구봉남길 22-51,역사관광지,절,동구,Dong-gu
1129,천명사,부산 동구 수정공원남로 11-0,역사관광지,절,동구,Dong-gu
1130,매축지문화원,부산 동구 성남삼로33번길 5-0,문화시설,문화원,동구,Dong-gu
1131,부산진지성서문및성곽우주석,부산 동구 자성로 99-0,역사관광지,문화유적지,동구,Dong-gu
1132,해광사,부산 동구 수정공원로 81-1,역사관광지,절,동구,Dong-gu
1133,평화의 소녀상,부산 동구 고관로 18-0,역사관광지,기념비,동구,Dong-gu
1134,자비원,부산 동구 초량상로 90-1,역사관광지,절,동구,Dong-gu
