,순위,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수,구군명
4326,4326,와이앤비스크린골프,부산 부산진구 중앙대로 935-0,레포츠(육상/해상/항공),골프장,664,부산진구
5160,5160,DR스크린골프연습장,부산 부산진구 황령대로30번길 68-0,레포츠(육상/해상/항공),골프장,483,부산진구
4334,4333,조이골프,부산 남구 황령대로319번길 142-0,레포츠(육상/해상/항공),골프장,663,남구
26900,26718,신평스크린골프,부산 사하구 하신중앙로 176-0,레포츠(육상/해상/항공),골프장,8,사하구
25180,24419,하늘채골프존,부산 수영구 남천동로 21-0,레포츠(육상/해상/항공),골프장,10,수영구
4370,4371,오션브릿지골프존,부산 수영구 광안해변로278번길 42-0,레포츠(육상/해상/항공),골프장,653,수영구
4371,4371,골프존파크온천티박스스크린점,부산 동래구 금강공원로20번길 46-0,레포츠(육상/해상/항공),골프장,653,동래구
24322,23977,SG골프해운대점,부산 해운대구 세실로69번길 19-0,레포츠(육상/해상/항공),골프장,11,해운대구
4382,4383,엔스크린골프장,부산 사상구 대동로 290-0,레포츠(육상/해상/항공),골프장,649,사상구
5109,5109,YD스크린골프,부산 영도구 절영로35번길 61-0,레포츠(육상/해상/항공),골프장,492,영도구
5096,5097,골프존파크화명럭키스크린점,부산 북구 산성로 39-0,레포츠(육상/해상/항공),골프장,495,북구
25238,24419,Golf4Us골퍼러스,부산 금정구 중앙대로 1925-0,레포츠(육상/해상/항공),골프장,10,금정구
4407,4407,SG골프효성스크린골프장,부산 해운대구 명장로67번길 50-0,레포츠(육상/해상/항공),골프장,643,해운대구
26711,25273,SM스크린골프,부산 북구 화명신도시로 129-0,레포츠(육상/해상/항공),골프장,9,북구
26710,25273,미스터골프,부산 금정구 장전온천천로 51-0,레포츠(육상/해상/항공),골프장,9,금정구
25306,25273,비전스크린골프존,부산 사하구 낙동대로 154-0,레포츠(육상/해상/항공),골프장,9,사하구
26552,25273,우창웰스타운,부산 북구 기찰로 164-0,레포츠(육상/해상/항공),골프장,9,북구
26849,26718,비티엠스크린골프,부산 동래구 여고로51번길 12-0,레포츠(육상/해상/항공),골프장,8,동래구
3805,3803,골프존파크일광골드점,부산 기장군 해빛1로 74-0,레포츠(육상/해상/항공),골프장,807,기장군
27985,27134,075스크린골프,부산 수영구 광안해변로 321-0,레포츠(육상/해상/항공),골프장,7,수영구
3787,3787,바이원골프클럽,부산 해운대구 재반로30번가길 42-0,레포츠(육상/해상/항공),골프장,812,해운대구
6416,6412,골프존파크청학오션스크린,부산 영도구 해양로 69-0,레포츠(육상/해상/항공),골프장,314,영도구
6365,6355,학성골프연습장,부산 사상구 대동로140번길 17-0,레포츠(육상/해상/항공),골프장,320,사상구
3193,3191,대저생태공원파크골프장,부산 강서구,레포츠(육상/해상/항공),골프장,1057,강서구
3198,3199,사상스크린골프,부산 사상구 사상로223번길 70-0,레포츠(육상/해상/항공),골프장,1054,사상구
3213,3210,미래스크린골프,부산 북구 백양대로 1057-0,레포츠(육상/해상/항공),골프장,1046,북구
6344,6340,퍼스트골프라운지,부산 해운대구 마린시티1로 9-0,레포츠(육상/해상/항공),골프장,322,해운대구
3239,3239,유림스크린골프,부산 연제구 해맞이로31번길 58-0,레포츠(육상/해상/항공),골프장,1037,연제구
6256,6250,SG골프모아골프,부산 동래구 중앙대로 1261-0,레포츠(육상/해상/항공),골프장,332,동래구
6251,6250,해수스크린골프,부산 강서구 제도로 965-1,레포츠(육상/해상/항공),골프장,332,강서구
6225,6216,원당골프연습장,부산 부산진구 성지로74번길 106-0,레포츠(육상/해상/항공),골프장,336,부산진구
6205,6194,대저수문생태공원파크골프장,부산 강서구,레포츠(육상/해상/항공),골프장,338,강서구
6197,6194,SG골프마린골프아카데미,부산 사하구 다송로 71-0,레포츠(육상/해상/항공),골프장,338,사하구
23213,23163,세정스크린골프,부산 사하구 다대로 207-0,레포츠(육상/해상/항공),골프장,12,사하구
23255,23163,필스크린골프,부산 해운대구 센텀동로 102-0,레포츠(육상/해상/항공),골프장,12,해운대구
6063,6063,예서스크린골프존,부산 수영구 광남로 33-0,레포츠(육상/해상/항공),골프장,352,수영구
23583,23163,나이스골프클럽,부산 북구 백양대로 1028-0,레포츠(육상/해상/항공),골프장,12,북구
3319,3318,온그린골프스크린,부산 북구 금곡대로 287-0,레포츠(육상/해상/항공),골프장,1001,북구
3127,3128,홀인원골프클럽,부산 사상구 사상로223번길 40-0,레포츠(육상/해상/항공),골프장,1090,사상구
6449,6447,BBC골프연습장,부산 수영구 광남로 31-0,레포츠(육상/해상/항공),골프장,312,수영구
22727,22532,경진골프랜드,부산 사하구 두송로194번길 70-0,레포츠(육상/해상/항공),골프장,13,사하구
6455,6454,메트로실외골프장,부산 남구 분포로 66-14,레포츠(육상/해상/항공),골프장,311,남구
22050,21600,그린골프클럽,부산 사하구 다대로 613-0,레포츠(육상/해상/항공),골프장,15,사하구
22200,22150,골프존파크당감위더스골프점,부산 부산진구 백양관문로 109-0,레포츠(육상/해상/항공),골프장,14,부산진구
18222,18062,에이스골프아카데미,부산 금정구 청룡로62번길 14-0,레포츠(육상/해상/항공),골프장,25,금정구
22284,22150,골프존파크하단을숙도골프클럽점,부산 사하구 하신번영로 395-0,레포츠(육상/해상/항공),골프장,14,사하구
2970,2970,GDR아카데미부산정관점,부산 기장군 정관중앙로 45-0,레포츠(육상/해상/항공),골프장,1199,기장군
6615,6607,스카이스크린골프,부산 금정구 윤산로 2-0,레포츠(육상/해상/항공),골프장,297,금정구
2987,2988,청림스크린골프,부산 연제구 세병로 31-0,레포츠(육상/해상/항공),골프장,1182,연제구
22320,22150,원스크린골프아카데미,부산 사하구 제석로 99-0,레포츠(육상/해상/항공),골프장,14,사하구
23586,23163,유진골프존,부산 연제구 토곡로 50-2,레포츠(육상/해상/항공),골프장,12,연제구
3001,3001,신세기스크린골프존,부산 기장군 동뫼길 11-0,레포츠(육상/해상/항공),골프장,1172,기장군
6563,6559,아스타스크린골프,부산 동래구 중앙대로1473번길 13-0,레포츠(육상/해상/항공),골프장,302,동래구
6547,6545,골프존파크엄궁홀인원골프점,부산 사상구 농산물시장로 22-0,레포츠(육상/해상/항공),골프장,304,사상구
6525,6518,J스크린골프연습장,부산 기장군 산단4로 1-0,레포츠(육상/해상/항공),골프장,306,기장군
29727,28231,금양골프연습장,부산 중구 자갈치로 30-0,레포츠(육상/해상/항공),골프장,6,중구
6524,6518,동래골프존,부산 동래구 명륜로 137-3,레포츠(육상/해상/항공),골프장,306,동래구
29671,28231,지오스크린골프아카데미,부산 북구 금곡대로 230-0,레포츠(육상/해상/항공),골프장,6,북구
3046,3046,LPGA인터내셔널부산골프아카데미,부산 기장군 차양길 26-0,레포츠(육상/해상/항공),골프장,1145,기장군
6469,6466,굿샷스크린골프,부산 동래구 종합운동장로 60-0,레포츠(육상/해상/항공),골프장,310,동래구
6576,6572,굿샷 스크린골프,부산 금정구 금강로 419-0,레포츠(육상/해상/항공),골프장,301,금정구
2882,2883,골프존파크구평플러스점,부산 사하구 감천항로 225-0,레포츠(육상/해상/항공),골프장,1248,사하구
6037,6028,파라다이스컨트리,부산 동래구 쇠미로129번길 140-0,레포츠(육상/해상/항공),골프장,355,동래구
3372,3373,골프존파크대연VIP24점,부산 남구 수영로 286-0,레포츠(육상/해상/항공),골프장,976,남구
5779,5775,탑스크린골프,부산 해운대구 해운대로295번길 15-0,레포츠(육상/해상/항공),골프장,388,해운대구
28302,28231,휴스크린골프,부산 금정구 식물원로 64-0,레포츠(육상/해상/항공),골프장,6,금정구
3572,3572,코리아골프연습장,부산 사하구 장림번영로103번길 39-0,레포츠(육상/해상/항공),골프장,893,사하구
5750,5745,킹덤스크린골프,부산 연제구 거제대로 94-0,레포츠(육상/해상/항공),골프장,392,연제구
3576,3576,명지F&B스크린골프,부산 강서구 명지국제2로28번길 7-0,레포츠(육상/해상/항공),골프장,891,강서구
5728,5726,대림골프연습장,부산 사상구 광장로 40-0,레포츠(육상/해상/항공),골프장,395,사상구
5721,5720,SG골프세원스크린,부산 사상구 학감대로 117-0,레포츠(육상/해상/항공),골프장,396,사상구
3640,3641,조은영풍SG스크린골프,부산 금정구 중앙대로 2344-0,레포츠(육상/해상/항공),골프장,865,금정구
24208,23977,비치골프연습장,부산 수영구 남천동로 82-0,레포츠(육상/해상/항공),골프장,11,수영구
24234,23977,장림골프연습장,부산 사하구 두송로 20-0,레포츠(육상/해상/항공),골프장,11,사하구
5688,5689,캐슬스크린골프,부산 사상구 모덕로 43-0,레포츠(육상/해상/항공),골프장,399,사상구
5660,5658,힐링스크린골프,부산 연제구 월드컵대로235번길 43-0,레포츠(육상/해상/항공),골프장,403,연제구
3745,3744,골프존파크광안스타일골프점,부산 수영구 망미번영로16번나길 42-0,레포츠(육상/해상/항공),골프장,826,수영구
3756,3756,신명골프연습장,부산 사상구 괘감로 24-0,레포츠(육상/해상/항공),골프장,822,사상구
5656,5648,블루골프,부산 연제구 거제대로 274-0,레포츠(육상/해상/항공),골프장,404,연제구
3767,3768,골프존파크부암시티플러스점,부산 부산진구 신천대로 252-0,레포츠(육상/해상/항공),골프장,817,부산진구
3786,3787,골프존파크일광JK스크린점,부산 기장군 해빛6로 85-4,레포츠(육상/해상/항공),골프장,812,기장군
28461,28231,브이원골프존파크,부산 연제구 과정로 169-0,레포츠(육상/해상/항공),골프장,6,연제구
24089,23977,자연골프연습장,부산 금정구 중앙대로1826번길 10-8,레포츠(육상/해상/항공),골프장,11,금정구
5792,5782,홈타운골프존,부산 연제구 법원북로 45-0,레포츠(육상/해상/항공),골프장,387,연제구
3526,3527,루센트골프랩,부산 수영구 남천동로108번길 38-0,레포츠(육상/해상/항공),골프장,909,수영구
5991,5992,윙스크린골프,부산 사상구 대동로 21-0,레포츠(육상/해상/항공),골프장,359,사상구
3378,3379,자이언츠파크스크린&골프,부산 동래구 사직북로 4-0,레포츠(육상/해상/항공),골프장,975,동래구
5990,5978,골프존파크좌동부산골프존24점,부산 해운대구 좌동순환로249번길 21-0,레포츠(육상/해상/항공),골프장,360,해운대구
28696,28231,VIP스크린,부산 남구 수영로 286-0,레포츠(육상/해상/항공),골프장,6,남구
3398,3398,골프존파크좌동하모니골프점,부산 해운대구 세실로 64-0,레포츠(육상/해상/항공),골프장,967,해운대구
28621,28231,씨랜드스크린골프,부산 수영구 광안해변로 299-0,레포츠(육상/해상/항공),골프장,6,수영구
3415,3416,써니스크린골프,부산 금정구 중앙대로1719번길 47-0,레포츠(육상/해상/항공),골프장,960,금정구
3417,3417,정관스카이골프연습장,부산 기장군 달음산길 66-0,레포츠(육상/해상/항공),골프장,959,기장군
3360,3361,원보골프,부산 연제구 온천천남로 183-0,레포츠(육상/해상/항공),골프장,983,연제구
5927,5928,골프존파크정관KLPGA점,부산 기장군 정관중앙로 45-0,레포츠(육상/해상/항공),골프장,367,기장군
3455,3453,영진골프연습장,부산 연제구 온천천남로 183-0,레포츠(육상/해상/항공),골프장,943,연제구
3464,3464,장산스크린골프연습장,부산 해운대구 선수촌로 57-30,레포츠(육상/해상/항공),골프장,938,해운대구
3482,3482,거성스크린골프클럽,부산 사상구 사상로349번길 19-0,레포츠(육상/해상/항공),골프장,932,사상구
24023,23977,동천골프연습장,부산 남구 못골번영로72번나길 47-0,레포츠(육상/해상/항공),골프장,11,남구
3506,3505,신호골프존,부산 강서구 신호산단1로 110-0,레포츠(육상/해상/항공),골프장,922,강서구
5846,5846,골프존파크전포롯데스크린점,부산 부산진구 중앙대로 792-0,레포츠(육상/해상/항공),골프장,377,부산진구
5844,5839,더힐스크린골프,부산 해운대구 좌동순환로 395-0,레포츠(육상/해상/항공),골프장,378,해운대구
5840,5839,우창힐,부산 남구 못골번영로66번길 71-0,레포츠(육상/해상/항공),골프장,378,남구
